Gene,SYMBOL,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12
g2173,MLX,5.522290808,5.126894461,5.398829101,5.507227397,5.411244596,5.246941328,5.47445121,5.134673273,5.261020435,4.646569608,5.072954686,5.419243974
g2174,RBFOX2,6.893059867,7.101089624,6.799781394,6.767136262,6.449943625,6.753028008,7.108821376,6.674284655,6.364822462,6.440175758,6.899288313,7.320821138
g2175,SUPT5H,6.587631836,6.403436734,6.420613262,6.353386742,6.02622261,6.413503582,6.680009089,6.525749114,6.248129729,6.112861487,6.729348463,6.695941766
g2176,BAHD1,5.260733871,5.213769459,4.807203996,4.660662867,4.447381841,4.891875088,5.369130012,5.165068842,5.018386685,5.051972457,5.507287038,5.31745955
g2177,g2177,5.40313897,4.948760187,5.278295931,4.826334711,5.040554015,4.011171094,4.703026492,5.775629889,4.412013994,4.299506778,5.156409125,4.968372453
g2178,g2178,1.120003162,1.347925752,0.841048768,1.6560699,1.480032069,0.179624103,1.158170076,0.366290485,0.717159704,-0.08498454,1.624173127,-1.450881539
g2179,g2179,1.001612313,-1.421417089,-0.02674638,0.777959483,1.232183282,-0.755553676,0.458686126,1.374199884,-0.507756911,1.643440869,0.239032768,0.573433138
g218,g218,4.088449059,3.784028964,3.660305794,4.376092754,3.85198078,4.500968049,4.240037848,3.654334946,3.936898605,3.232243457,4.051607506,4.054083631
g2180,DCST1,0.044627945,-2.750286568,0.763554926,0.975582509,0.606680457,1.153958411,0.508537608,-0.646970602,0.795434598,-0.535616529,1.179303752,-2.30595444
g2181,g2181,-1.07778996,-2.750286568,-1.607259305,-2.750286568,-0.369699114,-0.123172085,-2.750286568,-0.103547439,-0.719901634,-0.59976091,-0.290137885,-2.750286568
g2182,g2182,6.999093993,6.364110369,7.430403069,7.50298275,7.631834311,7.41978748,6.260297441,8.505841712,7.450875567,7.140145448,7.111247096,6.784122224
g2183,MEIS2,4.832800631,4.847145834,4.558846749,4.471775514,4.439672641,4.415704479,4.008620753,4.609729737,4.443286778,4.129334071,4.746904994,4.253018965
g2184,MNX1,2.066677759,1.812903306,1.557568502,1.380059939,1.62336043,2.115971581,1.325605502,1.728036833,0.925451463,1.832402923,2.643332235,1.196251359
g2185,g2185,4.954019391,3.949078926,4.848763773,4.789492761,4.922190755,4.619436047,4.545881177,4.204688215,4.245036891,4.53735535,4.691954797,3.851180535
g2186,TMEM67,5.572249209,4.601862591,4.932409978,4.663350023,3.831727207,4.204240277,4.224291576,3.039902663,3.765766777,4.055850767,2.675893697,4.337178942
g2187,g2187,-0.355942384,-2.750286568,1.010680365,1.729438166,1.930678158,1.143626452,-1.330352193,-0.367865504,0.664482832,-0.005639499,1.986093445,-1.728739112
g2188,CEP85,6.076085932,5.906478567,5.983323956,5.938335295,5.530353669,5.618438422,5.499180366,5.581627351,5.27609359,5.483444076,5.616888047,5.728103798
g2189,g2189,1.754234305,2.409811629,1.235129527,1.5058198,0.389995041,4.057536843,3.026770358,0.994090155,3.375644083,2.112240141,1.030153539,1.753101728
g219,g219,0.321058286,-1.405217489,-0.874107249,1.978539764,1.885480157,0.464006958,-1.05660832,1.23943872,-1.172782602,-0.12234664,1.120016016,0.550095526
g2190,g2190,0.835224583,-0.327171447,-1.103307729,-1.254846179,-1.544188302,3.691411834,1.77938172,-2.301477986,0.857985259,-0.084420924,2.04633939,1.071507729
g2191,PRKD1,6.330978037,6.223456763,6.457976104,6.436646609,6.502036217,6.646148057,6.323481118,6.489896173,6.39475767,5.802956867,6.634607292,6.293461178
g2192,GINS1,3.746414561,3.82996539,3.854481434,3.543327337,3.594132872,3.459639522,2.973394875,3.253343629,3.105068482,3.11839907,3.711449466,3.44217951
g2193,EPPK1,7.765342538,7.640935952,8.202448947,7.483306389,7.438666063,7.701121375,8.287943977,8.12213745,7.89775974,7.759811053,8.626114349,8.172837
g2194,g2194,5.64552336,4.356379726,5.491335739,5.538163671,6.124285394,5.455625396,4.864125433,5.740110778,5.549045228,5.499876788,4.540889397,4.968067336
g2195,MAP10,4.131381157,3.627249463,3.844015715,3.235828773,3.92016832,3.306805259,3.734280209,3.709006539,3.384697946,3.324653431,3.16793647,4.164228643
g2196,STOML1,3.807447009,3.677310039,3.941726508,4.018585494,3.480180376,4.18532197,3.867106186,3.672109011,3.391089268,2.900373892,4.086155919,3.564647206
g2197,VPS18,6.135465613,6.01273195,5.893079784,6.037408339,5.647459539,6.086037189,5.938524486,6.005476237,5.365379749,5.364941317,6.229358139,5.638280024
g2198,NDUFAF1,4.324170498,4.28298411,4.024708957,4.390827928,5.031217084,4.883766527,4.697598543,4.363695337,4.195587753,3.767921394,3.913174363,4.492465877
g2199,SMYD4,3.648391729,3.317873493,3.421804552,3.719288552,3.783917529,4.085504486,3.558456973,3.88568918,3.097272451,3.324853387,3.89662412,3.418286766
g22,PRPSAP1,5.83334889,5.798364391,5.682097494,5.336435028,4.74134376,4.777901716,5.117690047,5.118613099,4.848760001,4.89555067,5.566914136,5.44415281
g220,SLC16A12,2.20400996,3.50595329,3.289447021,1.983170263,3.303832676,2.531162842,3.55731346,3.010425536,2.859933342,0.839776865,0.823821678,1.784083231
g2200,TVP23B,4.921252715,5.024254293,5.27808997,5.041391081,4.643036192,5.088774873,5.306812512,4.621752076,4.884059733,4.308221965,4.788825642,4.691283121
g2201,MUM1L1,4.632529724,4.468860858,4.376928132,4.701737659,4.224574943,4.092864874,3.977507117,4.114542835,4.354954222,2.875492593,3.800293213,4.033014798
g2202,PVRL3,7.912355034,7.946515085,8.04593244,7.532915156,7.372001636,7.804398538,8.391843058,7.228357554,7.631693001,7.633261814,7.695699662,8.20917802
g2203,NDUFAF7,3.911420158,3.752460291,3.271714619,3.757903112,3.275656715,3.464645491,3.513437833,3.270213071,3.859224825,2.930573064,3.235611999,3.361552845
g2204,g2204,4.288758661,4.077070851,4.182667592,3.372111396,3.88082574,4.74624948,5.7547658,3.449552705,4.756516608,4.258791622,5.175596376,4.510773914
g2205,g2205,-0.142389026,-0.978651541,-0.382649719,-0.356862225,0.591544912,1.897635566,1.398907989,-0.219539648,0.715197351,-1.327778852,-0.667544092,-0.279253777
g2206,g2206,-1.269854074,-2.750286568,-2.750286568,-2.750286568,-1.988032359,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.634790192,-2.750286568,-1.42323515
g2207,g2207,4.252197154,5.163311239,4.827133495,4.711213102,4.803779961,5.093880131,5.547750739,5.185136882,5.157604051,4.769980697,5.351572445,4.976480888
g2208,g2208,2.749112523,1.853731823,2.626904104,3.797011401,3.39258497,3.655989279,3.538179719,3.086400992,2.611731539,3.258552619,3.364088701,2.659324654
g2209,g2209,4.064102133,3.841211029,4.001637971,4.1345161,3.795711556,4.429875076,3.763457938,3.557864378,3.335117014,3.48182993,4.34399008,3.702077626
g221,g221,0.70663636,0.624574499,-0.836091874,-0.518408757,-0.093425754,-0.568671081,-0.391704762,-1.288733655,-2.750286568,-0.810789303,0.082406466,-0.321123702
g2210,g2210,4.706657146,4.963778821,5.093626671,5.102688545,4.891991349,4.722061344,4.09079493,5.079025626,4.188150125,4.284971411,4.581646705,4.289781241
g2211,ARHGAP32,6.310909089,6.206762441,7.269222481,6.8307,6.900386616,6.715145174,6.354428392,6.03842019,6.305065332,5.949650678,5.814681379,6.321608155
g2212,g2212,5.944453518,5.764286565,6.203097335,6.463047433,6.415856261,6.648951814,5.728634996,5.636898453,5.851664365,5.284705656,6.201357912,5.771355766
g2213,NDUFS2,7.243572364,7.126270964,7.044677134,7.233111323,7.213316346,7.110571816,7.117074126,7.459103661,6.834337617,6.70246209,7.16104215,6.883924778
g2214,g2214,5.572342446,5.157582614,5.471384058,5.893550963,5.039452433,5.361054303,5.024102536,5.384057662,5.403585086,4.58771933,6.07631943,5.273512019
g2215,CARHSP1,6.177204121,5.825960258,5.900037435,6.241767816,5.611883347,5.730625991,5.881491272,5.939230878,5.833537647,5.357286584,5.77280395,5.895008985
g2216,g2216,0.12228216,-2.154331396,-2.750286568,0.187895935,-1.504152337,-0.170943797,-2.113997283,-0.717298384,-2.135258461,-0.240370794,1.356586769,-1.044706816
g2217,KYNU,2.87046956,1.903276739,3.817719556,2.076620309,2.437485075,1.947384422,2.801844204,2.546660903,1.529656724,1.584299468,3.149456999,1.879479643
g2218,kek1,5.215082179,4.813865694,5.234047134,6.08516304,5.015708152,4.745835956,4.062727889,5.078537811,4.88273156,4.914623683,4.216090777,4.421800204
g2219,PAX3,2.821246582,3.007426523,2.455220327,2.28802587,2.569619251,2.543416043,3.795031538,2.486028384,2.681750143,2.89837182,2.518579128,3.158307804
g222,g222,-0.126583084,6.199040876,1.171985515,3.664082574,1.013771672,1.361837082,2.691558953,2.534294105,2.651329651,0.225602113,4.234894157,1.127809345
g2220,CCDC154,5.877034106,5.440867993,6.041819378,6.093447961,6.159030531,5.78928923,6.060654424,5.403614104,5.586376453,5.713028909,5.391603651,5.684788007
g2221,g2221,0.981898903,0.53461221,1.263280137,1.826555426,2.509142924,1.869964923,1.466877308,2.004805318,1.637034525,-1.610797873,1.746299859,0.776014607
g2222,AKAP9,8.072937618,7.42455452,8.000796489,8.069381531,7.474744164,7.624060186,7.460324513,7.603898273,7.416056849,7.510664901,7.60471921,7.84414869
g2223,PARS2,5.498428629,5.19492895,5.214900642,4.813011655,4.768453343,4.949158164,5.025112019,4.919903795,4.516212835,4.314481089,4.760147162,5.084031813
g2224,POP5,3.843790815,3.113817368,3.55015683,3.435222456,3.609583577,3.823200155,3.834701865,3.532210657,3.031030993,2.829413529,2.986788063,3.604380047
g2225,EMC8,4.891615852,3.915078409,4.665567098,4.34161784,4.453367548,4.13330106,4.572537983,4.288748912,4.482396389,3.809844017,3.879548154,4.280417724
g2226,sul-2,-1.304496431,3.098999274,0.117831232,-0.732763857,-1.17573628,-0.725698889,-1.656310542,-0.327577714,0.082767428,-0.043491085,1.574421801,0.234778226
g2227,sul-2,5.150088484,4.439198469,4.997235174,4.522988834,5.150479086,5.46426466,5.203237739,4.889231874,4.778009408,4.575534814,5.352506668,4.94646946
g2228,sul-2,4.703062243,4.629074441,4.870231344,4.679083104,5.206797309,4.768768238,4.259020864,4.246499423,4.389712245,4.015417773,4.70219942,4.357588072
g2229,sul-2,2.210175625,3.713318335,2.174810324,1.267335165,2.357750278,1.213345696,2.935427299,3.118336038,2.601897655,3.227764258,4.917210478,4.242303536
g223,g223,5.854782612,1.391833707,-0.382052177,2.467088653,1.200213396,1.976151287,2.51680966,4.368307123,2.162986741,-2.750286568,1.935640392,3.92028027
g2230,sul-2,2.916222174,2.441958179,2.337314848,1.036942208,2.059323106,2.205923842,2.832892471,3.172856948,1.645098337,2.874523613,3.428136113,2.82900049
g2231,sul-2,1.136644952,-0.327070486,0.371830194,1.217935663,1.87089585,1.636407001,-1.030699451,1.786238363,1.202999322,0.037535305,0.909717834,1.013142889
g2232,ELP3,4.462170258,4.363780484,4.348647154,4.246480962,4.346786436,4.42221355,4.853890148,4.253694826,4.95869784,4.122328386,4.367635462,4.844236667
g2233,DHDDS,4.276588352,4.259901993,3.953697711,4.196067601,4.057773461,4.166934094,4.80790147,4.088122226,3.867228418,3.853242935,4.298890728,4.435345847
g2234,COPZ1,6.907968128,6.904568953,6.536261868,7.035931983,6.618220816,6.521192974,6.238578757,6.660483159,6.905555729,6.244049676,5.980734682,6.116506309
g2235,g2235,2.966416336,3.026140403,2.628758897,2.924123169,2.886396328,2.638432695,2.573642851,1.468640509,2.037618576,1.158099542,2.881870753,1.696641875
g2236,EAPP,3.581050031,3.794393137,3.119718419,3.275437163,3.568672431,3.3930475,3.615216661,3.117315412,2.917261358,2.68134298,3.452838565,3.216778484
g2237,ZCCHC9,3.715762369,3.552067251,3.420900814,3.233858511,3.503792927,3.543034055,3.32395726,3.159762925,3.441907522,3.045682439,3.285028661,3.718762791
g2238,g2238,-1.856898982,-0.791143656,1.407773625,-0.742247403,-0.106992155,1.059337945,1.380602098,-2.306825244,-1.748041199,-0.786946445,0.161315291,0.440199311
g2239,SLC22A5,3.740920496,3.357700688,3.460111266,3.609164567,3.753732579,3.257308104,3.903504883,4.177828148,3.077450679,3.362620005,3.896225002,4.78043176
g224,g224,2.368864314,0.03718749,1.998762387,2.707258308,2.961969338,2.468259766,1.731050018,1.792293854,3.037079465,0.71027892,2.17074334,1.50296282
g2240,PPIP5K2,7.226415365,7.166473633,7.367523279,7.225228458,7.114761255,7.229980997,7.192350256,7.253930815,6.88527233,6.587411392,7.434929938,7.539475592
g2241,STON2,5.812110589,5.627406093,5.775703865,5.987632799,6.08145574,5.640826835,5.703296747,6.331941822,6.277347502,5.762909641,5.820377368,5.812368235
g2242,ZCRB1,2.226552822,2.351183535,2.652580601,2.252047392,2.804779456,1.798232119,1.833877754,2.725448401,2.779371131,2.02574913,2.259764053,1.510710673
g2243,g2243,-1.120545565,-2.750286568,-1.512647891,-2.750286568,0.137941186,-2.750286568,-1.033640319,0.515129982,1.29948189,-2.750286568,-0.229524965,-0.776727921
g2244,g2244,5.904785791,5.840382732,6.703357218,5.506135622,5.701701061,5.957179133,6.72693647,5.767784191,5.345383484,5.495764802,6.682480492,5.4850836
g2245,ERMARD,3.470263454,4.260807858,4.123973486,3.845103497,4.599703443,4.481770666,4.390640042,4.119467468,5.125626131,3.335774899,4.806148806,3.270895688
g2246,TMEM177,3.363505369,4.445442122,3.884679788,3.229749411,4.248107005,3.688444687,4.185667119,3.506281779,4.346912678,3.343727019,4.010668037,3.479090897
g2247,BCL2,4.708431007,4.807908223,4.784211905,4.459932244,4.376227642,5.127365128,4.743370634,3.897152405,4.536055854,3.83204908,4.210900306,4.451465499
g2248,TREH,6.398324203,6.217884856,6.52046238,6.452648106,6.183067058,6.260524921,6.235826858,5.960940085,5.79924829,5.494990922,6.628393136,6.805888761
g2249,AFTPH,5.411355981,4.900538035,4.88846805,5.254682487,5.516352401,5.28042406,5.151139558,5.55427351,5.553976218,4.957773928,5.185065263,4.766562937
g225,RNF7,0.749436579,0.718354793,1.413642642,0.834626783,0.885504311,0.696641837,-0.652244843,2.189181228,-1.65786376,-0.858669982,-2.750286568,-0.259654597
g2250,BRD8,5.347524431,5.502422103,5.280819465,4.977992297,5.423377458,5.178059645,4.988777803,5.306937306,4.852484093,5.051358832,5.167321765,4.811616608
g2251,TRAPPC2L,3.361835271,2.094431436,3.088221904,3.004622233,2.767258611,3.140424209,2.836684318,2.930233289,2.80324994,2.337714709,3.290115164,2.563705595
g2252,CYP4V2,5.906162855,5.056907778,5.308514049,5.887575713,5.469490767,5.811036036,5.11844511,5.671818987,5.524848109,4.690278996,4.130451935,5.183715183
g2253,rab4b,5.121970195,5.610238262,5.454623948,5.361911044,5.254687374,5.202987853,4.985361416,4.971966389,5.389869114,5.05910209,5.507568609,5.023377931
g2254,TBPL2,5.449231746,5.251505861,5.469284321,5.041143503,5.149454625,5.563684115,5.224653086,5.26425169,5.310487143,5.326844441,5.380383053,5.42709131
g2255,NPRL3,5.119601127,4.629719041,4.905698835,4.987319116,4.439318672,4.629811819,5.005717918,4.283633779,4.391228302,3.732166762,4.622708582,4.40837744
g2256,ABHD12,4.693207824,4.69535168,4.770356764,4.684435209,4.847191791,4.362124284,4.593614888,3.839653145,3.598754818,3.78897958,4.78330046,4.56264518
g2257,SPTSSA,2.279627147,1.889525432,2.560548333,2.841048781,3.238088812,2.270393693,3.264378805,3.260014064,4.19855215,2.399595802,2.172177962,2.203419532
g2258,RTN4IP1,5.261020373,4.758809669,4.834872478,5.144043837,4.480035619,4.40020068,4.918872675,4.379503688,4.027518678,3.673821375,3.678180711,3.847480346
g2259,SPTSSA,2.482719887,2.234914857,2.742071279,2.892705807,2.460410159,1.910863864,2.077072321,1.927963445,3.081740083,2.794656007,2.044742029,2.527780126
g226,ERI2,3.073338277,2.124636974,3.01011482,2.043883022,2.015325583,2.763178721,0.879812127,2.501897573,2.096960153,2.071490123,2.730889964,1.98931037
g2260,GSC,5.155775169,5.5587205,5.38852682,5.257094764,5.527777729,5.513968604,5.721032215,5.165803947,5.714720623,5.699198218,5.359603324,5.403140759
g2261,WDHD1,6.701633791,6.88732682,7.013193433,6.57511776,6.724775242,6.919544915,6.812667305,6.920604556,6.565981576,6.634304902,7.131789753,6.821597313
g2262,MAPKAPK3,6.214075671,5.752225694,6.066361222,6.019024133,5.97853863,6.182259007,6.289674933,5.709034905,5.805780791,5.494575222,6.109283944,5.673509377
g2263,g2263,5.815282591,5.681865791,5.897298086,5.712917252,5.607366162,5.724042622,5.9606147,5.481654668,5.098720199,4.857896717,5.884599458,5.815907385
g2264,SNRK,5.925837563,5.855549697,7.068370046,6.442316891,6.733574277,6.714928973,6.284881466,5.635577449,5.917394762,5.786545829,5.845204733,6.264866412
g2265,OVCH1,0.788194907,-2.750286568,1.517907122,1.504805853,1.068729081,1.139651933,-1.63427667,1.041615143,-0.271399654,-1.610964329,0.785050517,0.083804273
g2266,g2266,1.449502396,3.07712337,3.530623229,2.052846174,3.776854045,2.86482601,2.24621641,1.986136089,2.455798519,1.148506237,2.462771052,2.369193732
g2267,g2267,1.103642392,2.197157924,2.856461297,1.462820184,2.0952603,1.364519341,2.806065916,2.274057529,1.508393161,0.182537637,1.394850598,0.108162695
g2268,g2268,-0.464566934,0.214738202,-0.180910318,1.211437226,1.199747097,3.110049794,0.515376679,-0.920488502,3.855979901,-0.08344139,1.367655629,1.780674041
g2269,g2269,5.078768688,5.600258993,5.382786549,4.295110244,5.425288452,5.264971047,5.067822555,5.083262791,4.852465668,5.581197148,4.911474849,5.748530522
g227,g227,6.237894873,5.621610855,6.256881789,6.23068566,5.792320393,6.266280156,5.617328988,6.121017238,6.038918928,5.892105687,5.880161635,5.848667469
g2270,TASP1,5.465939717,4.873741746,4.850519683,5.527834256,5.325257147,5.267903067,4.819795938,4.94882113,4.724936964,4.703885984,4.975383134,5.189810146
g2271,HIST2H2AB,6.141211502,5.938173801,6.33654476,6.27799184,5.514352462,5.951321546,4.915633802,5.312570658,5.288981191,5.616090863,5.713501661,5.351152621
g2272,g2272,2.568524705,1.398595228,2.381924576,3.179055534,4.115459673,3.27532417,2.108974265,3.882696946,3.43851985,2.024180127,3.87490241,1.752937718
g2273,ets1,7.556746981,7.286426447,7.170476846,7.101373692,7.413540693,7.552024551,7.530904432,7.356421401,7.196771449,7.189371348,7.274133272,7.496984261
g2274,BACE1,5.450387635,5.111409723,5.309884858,5.235288152,5.636043302,5.533231202,5.064333213,6.926810753,5.417246452,4.423506197,5.928309928,4.992234797
g2275,g2275,2.737528594,2.153234083,-1.183397401,2.204577487,-2.022622604,1.958813516,4.777496756,1.424712921,3.500330207,-2.750286568,3.960096347,-0.248529767
g2276,g2276,6.758337358,6.658550082,7.108099225,6.793885709,6.502910372,6.978755446,7.121594834,6.547822497,6.915214859,6.579656611,6.47308075,7.060964395
g2277,g2277,6.554209809,6.025090202,6.364577436,6.344590749,6.036549106,6.8496911,6.829505833,6.795097133,6.556900174,6.129538685,6.792786656,6.574464896
g2278,g2278,4.042781084,3.924041626,3.84320426,4.206817447,3.606834792,4.212341933,3.075847131,2.888951466,3.563594827,3.901828451,4.258838585,3.512904301
g2279,g2279,6.166914132,6.029625373,6.080935858,5.830027977,5.830129136,6.381742724,6.53424756,5.767260906,5.764186787,5.886888837,6.229243928,6.054127839
g228,g228,-1.875461809,-2.750286568,0.507401897,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-2.750286568,-1.153360821,-2.750286568,1.005577875,-0.961490955
