Gene,SYMBOL,logFC,AveExpr,t,P.Value,adj.P.Val,B
g3670,SLC35C2,-0.062264065,3.710793327,-0.378887452,0.710904533,0.942694375,-5.767413155
g3671,UFSP1,0.181020491,3.167591421,0.958659378,0.355269785,0.795388989,-5.278714048
g3672,PEBP1,0.054701359,2.847569035,0.098767672,0.922833684,0.987703871,-5.619795565
g3673,MALRD1,-0.051404737,6.971345051,-0.37106206,0.716584784,0.943961706,-6.143033954
g3674,EPS8,-0.17434683,6.10506775,-1.346965355,0.201067355,0.684122159,-5.325861573
g3675,g3675,0.047847254,4.9019798,0.180727673,0.859376217,0.976611547,-6.06465087
g3676,UST,0.016657685,2.01146442,0.044141022,0.965464694,0.995143406,-5.358395488
g3677,g3677,-0.723427882,0.283423943,-0.429515944,0.674600656,0.930756894,-4.995688944
g3679,g3679,0.614296368,3.893724498,1.881077367,0.082610888,0.546611284,-4.347297065
g3681,g3681,-0.38093196,3.504082663,-0.852269107,0.409534694,0.821145265,-5.449514227
g3684,CaMKII,0.752384716,1.901466749,1.270436881,0.226257293,0.706063897,-4.711303006
g3685,g3685,0.915047711,1.335987557,1.849651738,0.087287709,0.549618589,-4.093758879
g3686,g3686,0.059438461,5.103798072,0.237153132,0.816244628,0.966202545,-6.073835061
g3688,g3688,0.110180587,-0.171239221,0.079138635,0.938130963,0.990684044,-4.896354319
g3690,GAREM,0.24976532,4.886354225,1.347164699,0.201004846,0.684122159,-5.213589324
g3692,g3692,0.278547485,-0.497099258,0.222718339,0.827225541,0.969166455,-4.879607455
g3694,g3694,0.696891811,0.363439168,1.310225784,0.2128611,0.694895846,-4.526581132
g3696,g3696,-0.540437289,1.642855303,-1.431138536,0.176054561,0.665984895,-4.523843621
g370,CHST14,-0.599023397,2.074517563,-1.523800799,0.151576218,0.640508097,-4.479445326
g3702,TNR,-0.349377329,-1.722397736,-0.211819612,0.835541744,0.97167507,-4.765663593
g3704,RPS7,0.210616188,8.066551209,0.505678061,0.621571412,0.910757491,-6.049739324
g3705,g3705,0.025492383,0.041527205,0.027421364,0.978541308,0.996356332,-4.979363867
g3709,KLHL33,0.40874231,-0.013764653,0.46739552,0.647976345,0.920862582,-4.86717242
g371,g371,-0.56322349,1.302315381,-1.332512805,0.205641703,0.687440678,-4.571037963
g3713,CIITA,1.096885016,3.346274104,1.54421677,0.146589925,0.634038577,-4.684170403
g3714,g3714,1.269315597,-1.10116512,1.051014373,0.312450784,0.771075266,-4.614411067
g3717,DIO1,1.119227892,-0.996951172,1.091510115,0.294920365,0.759118514,-4.600300412
g3719,g3719,0.359153927,2.019714715,0.818635281,0.427787611,0.829877389,-5.085608444
g372,IRE1,-0.632045286,1.686922079,-1.628174617,0.127536299,0.610972924,-4.32942998
g3720,g3720,-1.330354331,1.742202277,-1.215233203,0.245947216,0.723083994,-4.700970775
g3721,g3721,-0.192733734,2.004112853,-0.264103353,0.795852366,0.962938905,-5.379242917
g3722,BOK,0.023599248,3.710037105,0.08365973,0.934605089,0.990097539,-5.846847388
g3723,GLTP,0.01935613,4.73147018,0.148127817,0.884521198,0.980439782,-6.039594295
g3724,g3724,1.551240818,0.905465602,0.677990231,0.509699205,0.866424955,-4.912874129
g3725,g3725,-0.063967717,1.708242082,-0.245105194,0.810212339,0.96589512,-5.273752813
g3726,YARS,0.527278131,5.575509226,1.732262401,0.10693546,0.585598123,-4.778740096
g3727,FASTKD2,0.284561407,3.630417212,1.447546753,0.171493093,0.663033327,-4.86381105
g3728,IMMT,-0.040540373,5.876082497,-0.22348164,0.826643908,0.969011275,-6.159307054
g3729,WDR78,0.098035402,5.879169794,0.433938971,0.671467323,0.92969834,-6.095694821
g373,GCNT4,-2.317725377,1.423138575,-1.972212301,0.070305752,0.533052994,-3.964768417
g3730,g3730,-0.549897622,2.162990797,-1.306666774,0.214032713,0.695928148,-4.732910885
g3731,ASTE1,0.141538371,5.048531631,0.419304723,0.68185851,0.933778352,-6.012734723
g3732,ASTE1,0.262387079,3.711557672,0.948361059,0.360291005,0.798931005,-5.408219491
g3736,g3736,-0.440416463,0.324584513,-0.728187412,0.479446876,0.852038271,-4.821213356
g3739,ASTE1,-0.876253177,0.167832792,-1.288479456,0.220101312,0.699883203,-4.530545283
g374,CHST9,-2.671374222,-1.230934167,-1.729238351,0.107489865,0.585888964,-4.340155054
g3740,ASTE1,0.416076077,3.397866774,0.674589435,0.511788596,0.867100172,-5.546285454
g3741,g3741,-0.852792773,3.881302709,-1.549772054,0.145257647,0.632756259,-4.783571164
g3742,FAM166B,-0.338969586,4.283779854,-0.694667866,0.499525426,0.861527185,-5.740351637
g3743,MCRS1,-0.231300153,5.317462596,-1.154817203,0.269009536,0.737557061,-5.478945168
g3744,KIF23,-0.174131905,5.26766793,-0.936931597,0.365921861,0.801871122,-5.691973272
g3745,g3745,-0.210759509,3.784061675,-0.274057449,0.788358865,0.961928348,-5.819330601
g3746,HGS,0.031512496,6.85487179,0.171834845,0.866220871,0.977415189,-6.199838043
g3747,unc-130,-0.282805269,3.553256923,-1.545881799,0.146189522,0.633670289,-4.728840885
g3748,g3748,-0.209175206,3.106940973,-0.548771316,0.592489023,0.89948866,-5.54517126
g3752,g3752,0.258906314,5.735847592,1.726382998,0.108015676,0.586238927,-4.799753307
g3757,g3757,-0.678915243,2.088247529,-1.572435392,0.139929474,0.624714806,-4.440150337
g376,GCNT4,-0.109195982,1.052303921,-0.204693176,0.840990745,0.972806512,-5.117082957
g3760,CCBL2,-0.054941545,5.809616285,-0.232412232,0.819846825,0.966202545,-6.154075564
g3765,g3765,0.025794857,6.957103864,0.084460757,0.933980539,0.990097539,-6.209404266
g3766,g3766,-0.259122561,1.062135256,-0.436715382,0.66950373,0.928379993,-5.095215332
g3767,g3767,0.525398392,1.14093873,1.036804041,0.318781265,0.776661017,-4.786523858
g3768,g3768,-0.443319275,3.921239743,-1.399341643,0.185182004,0.672834254,-4.978371521
g377,GCNT7,-0.038326597,1.820966158,-0.081534341,0.936262445,0.990684044,-5.280355854
g3775,IRF4,-0.019485766,6.27092687,-0.095636646,0.925271776,0.988229871,-6.201785982
g3777,BACH1,-0.076167847,6.082678042,-0.474576214,0.642984141,0.919603193,-6.083862164
g3778,g3778,0.336547978,1.922727178,0.300668875,0.768434929,0.957972154,-5.348023586
g3779,HEATR1,0.095143534,5.972724707,0.492976598,0.630274248,0.915371596,-6.069587254
g3780,HDDC2,-0.110216353,3.515504236,-0.511823532,0.617381695,0.908863779,-5.663647655
g3781,VPRBP,0.231135336,5.209494854,1.460104574,0.168069226,0.659316774,-5.112900962
g3783,g3783,-0.100754724,3.86724716,-0.43112999,0.673456508,0.930214299,-5.772528516
g3784,BIRC2,3.555179068,1.808812266,2.080988974,0.057829026,0.507674748,-3.886844717
g3785,g3785,0.543148195,0.432250148,0.874244545,0.397892595,0.814749946,-4.792839146
g3786,CD320,0.154688881,2.372635998,0.255967225,0.801993021,0.964439621,-5.420618626
g3788,g3788,-0.440353987,1.651128588,-0.673935122,0.512191168,0.867100172,-5.064410986
g379,g379,-0.134910475,1.788827214,-0.301667661,0.767690361,0.957764439,-5.25576273
g3791,g3791,0.371351297,14.51589655,0.749072772,0.467188999,0.847982611,-5.681287862
g3792,g3792,-0.092352124,-0.02467541,-0.08608749,0.932712336,0.98990628,-4.950613483
g3796,zcchc10,-0.240543422,2.334461584,-0.498016012,0.626814347,0.913960009,-5.37355921
g3799,MOSPD2,-0.956544367,2.981151743,-1.627092131,0.127767602,0.610972924,-4.510682886
g380,g380,-0.895539729,1.039697654,-1.035097115,0.319547955,0.777260499,-4.743921781
g3800,PDE3B,0.164574242,6.946263314,1.51562629,0.153612862,0.642698918,-5.123796263
g3801,g3801,-0.075617111,6.435652971,-0.48763579,0.633951008,0.916757068,-6.089956019
g3802,g3802,-0.323775024,4.727086586,-1.93261584,0.075430554,0.53763512,-4.388247307
g3803,g3803,0.628365907,1.832632255,1.216693031,0.245409713,0.722523433,-4.766664176
g3804,g3804,0.100021533,5.452666234,0.409563454,0.688813194,0.937140495,-6.067121173
g3805,TMEM38B,0.208295177,5.533818951,1.704511642,0.112119272,0.593889655,-4.818129177
g3806,GMEB1,0.039040336,6.048365582,0.252004891,0.804988543,0.964972001,-6.16640826
g3807,ASPH,-0.429521682,5.775885436,-3.138906005,0.00786101,0.282879405,-2.450362774
g3808,TPH1,-0.572449494,1.904929772,-1.345447351,0.201543883,0.685219771,-4.64855261
g3809,g3809,0.156968397,8.145878204,0.617633088,0.547514262,0.882822512,-5.987779025
g381,g381,1.075052694,1.346122534,2.014150569,0.065227597,0.522018049,-3.927215005
g3810,AK2,-0.133620162,5.921681368,-0.64300137,0.531432808,0.876208701,-5.980605884
g3811,ENC1,0.117071474,5.229063032,0.761984767,0.459708914,0.846807505,-5.830428114
g3812,RAB3IL1,-0.272474599,5.648326031,-0.910358768,0.379249664,0.807050276,-5.748901062
g3813,aebp2,0.016276546,6.424987439,0.10508158,0.917919613,0.986540698,-6.206174774
g3814,FECH,-0.13543803,4.862965106,-0.691280189,0.501582188,0.862739612,-5.83155879
g3815,MRPL53,-0.44996369,2.77602459,-1.420785793,0.178984355,0.669992346,-4.707877485
g3816,SLC25A22,-0.062193858,5.22256003,-0.274316672,0.788164009,0.961928348,-6.090723272
g3817,g3817,-0.857060072,1.56873761,-2.494290061,0.026921617,0.401389204,-3.363515671
g3819,DGKI,0.11488242,7.23476989,0.945185514,0.361849339,0.799401739,-5.762855463
g3820,g3820,-1.021434174,-0.85904202,-0.72987548,0.478448877,0.851479721,-4.715210471
g3821,SLC25A32,-0.166814824,2.589417861,-0.431659528,0.673081318,0.930026958,-5.484090867
g3822,PLOD1,0.124543028,7.601348767,0.626322163,0.54197586,0.880735327,-5.998315424
g3823,RPA3,-0.177145658,4.643335747,-0.770528156,0.454801093,0.844889796,-5.744536351
g3824,KLHL7,0.348025091,3.123996078,1.227082857,0.241610814,0.718647643,-5.008869216
g3825,g3825,0.163076615,6.099982351,1.103967554,0.28967846,0.754793991,-5.601091498
g3826,FRS2,0.04065173,6.399656347,0.252694279,0.804467134,0.964972001,-6.179107347
g3827,g3827,0.349760531,6.997718806,3.716615797,0.002598574,0.196723591,-1.435110565
g3828,CPT1A,0.086637165,6.995801419,0.641575306,0.532329667,0.876364838,-6.004289676
g3829,C9orf78,-0.372537636,3.145668799,-2.129476329,0.052957841,0.493902104,-3.858500897
g383,g383,0.767977782,-0.204991675,0.608387729,0.55344148,0.885227557,-4.856833829
g3830,NUDT21,-0.185625535,4.716597282,-0.980259368,0.344899253,0.790958242,-5.573016563
g3831,C1QTNF4,0.158059962,3.179850922,0.484025057,0.636442487,0.917535995,-5.575713835
g3832,g3832,0.52042858,0.252176257,0.392220501,0.701267843,0.938825744,-4.971501341
g3833,PREB,-0.261276241,4.89234281,-1.75503679,0.102840989,0.57906317,-4.670975366
g3834,g3834,-0.302825719,9.369167276,-1.732263,0.106935351,0.585598123,-4.759648204
g3836,RBBP9,-0.313274857,5.156864902,-1.02405378,0.324540842,0.778044073,-5.606844208
g3837,C2orf50,-0.356757049,4.432339235,-2.233437067,0.043777661,0.473064982,-3.884490453
g3838,TMEM203,-0.685379843,2.370333222,-2.096063494,0.056271656,0.503917749,-3.830667199
g3839,SND1,0.301114053,8.649912262,2.547189091,0.024364684,0.392263118,-3.480641837
g3840,EFCAB8,0.805875827,2.273101739,1.463895206,0.167047059,0.656995331,-4.583391902
g3841,HYOU1,0.10163055,6.919620043,0.841282482,0.415439408,0.824025026,-5.858363011
g3842,CPSF2,-0.034860309,5.028446805,-0.208331228,0.83820794,0.972329563,-6.080124186
g3843,g3843,-0.3387457,3.126234513,-0.844332813,0.413794399,0.822993701,-5.355726477
g3844,MECOM,0.255068264,2.764890826,0.918624894,0.375068304,0.806820458,-5.21281214
g3845,g3845,0.245313328,6.713154197,1.524255621,0.15146358,0.640508097,-5.113120688
g3846,RAVER2,0.09988488,4.900943418,0.527908203,0.606481905,0.906217606,-5.939315208
g3847,g3847,0.533824497,8.164465921,3.252865493,0.006314263,0.264102547,-2.24878426
g3848,DOCK2,0.304568394,7.01219979,3.091461946,0.008611796,0.299257396,-2.556490182
g3849,FABP4,0.014370343,6.131447906,0.050167926,0.960753333,0.994892321,-6.202481948
g3850,CEP135,-0.217725548,4.779765452,-0.83857414,0.416903604,0.824282871,-5.711721578
g3851,ZMYND10,-0.045072947,5.892300903,-0.27500402,0.787647408,0.961928348,-6.148054779
g3852,SLC35A2,-0.060361999,6.361101168,-0.587689888,0.566837402,0.890844697,-6.033890518
g3854,CDase,-0.258891307,4.469129277,-1.383151884,0.189977827,0.676455528,-5.108277513
g3855,MED31,-0.073683555,2.713931673,-0.29618541,0.771780165,0.958551786,-5.521809481
g3856,PTGES2,-0.165080961,5.417041051,-1.312073135,0.212255004,0.693614598,-5.318133901
g3857,RPIA,0.04063007,6.214677749,0.278607472,0.784940818,0.961222232,-6.166201644
g3858,g3858,0.141190159,3.024328917,0.489282049,0.632816593,0.916582754,-5.551054893
g3859,TTI2,0.629516454,3.556986169,2.601733253,0.021974832,0.381158706,-3.19035577
g3860,MAK16,-0.018263024,4.707443227,-0.088337912,0.930958221,0.989708343,-6.039298325
g3861,TAF5,0.100692248,4.507823601,0.757937094,0.462045679,0.846835842,-5.726119142
g3862,ZBTB8OS,-0.231084907,4.70498731,-1.360464675,0.196870034,0.682249339,-5.169716839
g3863,PPP1CC,-0.235407998,7.7481237,-1.261286464,0.229431475,0.708009214,-5.420698593
g3864,MPHOSPH8,-0.182509168,4.327235654,-1.324430745,0.208236404,0.689351319,-5.153442134
g3865,PI4K2B,0.035358699,6.273814259,0.242633774,0.812085782,0.966202545,-6.177620706
g3866,g3866,-0.615998186,4.986713131,-1.270479704,0.226242521,0.706063897,-5.312969558
g3869,g3869,-0.28846099,3.701702792,-1.435818063,0.174743449,0.665224777,-4.90065067
g387,g387,-1.629559661,0.236988912,-1.377771114,0.191594242,0.677396211,-4.4811552
g3870,ADRM1,0.273515221,6.081116839,1.968256862,0.070802969,0.534226652,-4.458213451
g3871,TNNT2,-0.255592821,3.588986193,-0.878266927,0.395785999,0.814086333,-5.42883299
g3872,RFT1,0.212589764,4.135280302,0.918955915,0.374901525,0.806820458,-5.529493005
g3873,ASAH2,-0.200988175,4.01943062,-0.723235715,0.482381679,0.854211187,-5.66184475
g3875,SLC15A1,0.063430667,6.531410227,0.177410815,0.861927794,0.976874583,-6.198030491
g3876,PSEN1,0.165817253,7.012920908,1.033994106,0.320044105,0.77743282,-5.682640499
g3877,MTF1,-0.044639222,3.901682298,-0.234500027,0.818259962,0.966202545,-5.864406119
g3878,ASTE1,0.093651587,5.455249174,0.70084808,0.495786169,0.861275081,-5.90588538
g3879,MGME1,-0.235207819,2.041134227,-0.686806552,0.504305945,0.863418504,-5.18055218
g3880,Hs2st,-0.049429112,3.592847396,-0.196204415,0.847492526,0.974220148,-5.796365506
g3881,DHTKD1,-0.19555798,5.226006492,-1.034933211,0.319621646,0.777260499,-5.59488964
g3882,SFTPA1,0.209938096,7.071901016,0.696536784,0.498392896,0.861412463,-5.966383197
g3883,KDSR,0.148294242,5.070073519,1.31691305,0.210673691,0.691685531,-5.275094293
g3884,g3884,-0.167686825,2.960849618,-1.00689057,0.332412987,0.783146853,-5.182837097
g3886,g3886,0.316020325,5.933121129,1.916090203,0.077668524,0.5400849,-4.53118783
g3887,g3887,-0.222169702,6.664139806,-1.237786544,0.237745732,0.713481557,-5.466698537
g3888,ZNF706,0.177538431,3.918926046,0.655214757,0.523786985,0.874346398,-5.689910417
g3889,GATM,-0.237387651,8.660904672,-1.018380335,0.327127902,0.779992626,-5.651528667
g3890,GATM,-0.741350628,2.705138264,-0.810501263,0.432280467,0.833074649,-5.306807784
g3891,ABCB8,-0.099461858,3.383894742,-0.374593607,0.714019127,0.943221297,-5.698730447
g3892,UPB1,-0.154321618,5.703175017,-0.850401625,0.410534408,0.821709961,-5.813926334
g3893,PDE2A,0.017618954,3.794461147,0.085639189,0.933061813,0.98990628,-5.86000886
g3894,POMK,0.384750993,2.005709354,1.345123416,0.20164569,0.685359206,-4.662310653
g3895,g3895,-0.486415926,5.092721671,-1.273089931,0.22534356,0.705293061,-5.317203001
g3896,g3896,-0.256796973,3.476190995,-1.116537217,0.284460786,0.749371522,-5.201133769
g3897,GTF3A,-0.04772593,2.970847075,-0.261136325,0.798090084,0.963786559,-5.608957554
g3898,g3898,-0.112934758,3.857760941,-0.539796244,0.598488295,0.902519475,-5.72046066
g3899,NDUFB5,-0.099025945,6.086732766,-0.687411334,0.503937216,0.863418504,-5.961271767
g3900,MDM4,-0.180779723,3.976479562,-0.934957959,0.366900389,0.80296139,-5.484550501
g3901,SIGIRR,0.384037605,5.816649443,1.453378404,0.169895903,0.662418579,-5.177296415
g3902,SLC25A32,0.301205782,4.759600922,1.664898449,0.119902364,0.602049725,-4.781548786
g3903,g3903,0.395016801,4.816956843,1.520692227,0.152347981,0.640841694,-4.992309666
g3905,GINS4,-0.852058412,2.396180399,-2.980914677,0.010649901,0.323368409,-2.617339599
g3906,HSD17B11,-0.042757932,3.967087166,-0.137318808,0.892888698,0.98187202,-5.908516703
g3907,HSD17B11,0.101304745,2.430446854,0.150809205,0.882447663,0.980306243,-5.5212832
g3908,ATP5I,-0.135287586,4.611118195,-0.297936708,0.770472904,0.958551786,-6.006596875
g3909,ESF1,-0.314262369,4.864201674,-1.220003163,0.24419435,0.720960986,-5.354966213
g391,g391,0.021268429,1.133552465,0.028897598,0.977386413,0.996356332,-5.162673887
g3910,MRPL10,-0.71283348,3.900282265,-2.895604157,0.012544005,0.335550071,-2.731446346
g3911,g3911,-0.038748093,5.373176276,-0.146295868,0.885938366,0.980439782,-6.130078672
g3912,FBXW2,-0.410467835,4.157475585,-3.055237534,0.009232814,0.308135107,-2.486616435
g3913,AKAP14,-0.259921351,3.875416604,-0.579898479,0.571924872,0.89321302,-5.730615453
g3914,CCDC153,-0.900947027,3.437957919,-2.28305264,0.039945528,0.459327629,-3.670402274
g3915,EIF2B1,-0.425240399,4.121482886,-2.06682283,0.059328946,0.511480356,-4.104355598
g3916,SRRM2,-0.132714495,5.017284374,-0.648921429,0.527718837,0.875680399,-5.882570887
g3917,C3orf33,-0.037930902,3.544930648,-0.17652292,0.862611104,0.976874583,-5.77717062
g3918,g3918,-0.10626891,4.787084753,-0.459803053,0.653274158,0.922802635,-5.945147293
g3919,RTP4,0.171750356,6.718965025,0.759242428,0.461291287,0.846807505,-5.923830184
g3920,g3920,-1.013382151,3.598485775,-3.160984141,0.007534279,0.277714726,-2.275434727
g3921,RCCD1,0.096648336,3.586651941,0.225533493,0.825080931,0.968522024,-5.758667911
g3922,SLK,0.14110203,6.94452087,0.937001054,0.365887458,0.801871122,-5.775060141
g3923,g3923,0.377434239,8.102476851,0.842378062,0.414848077,0.823799238,-5.826601637
g3924,g3924,-0.48365289,7.456920926,-0.739002979,0.473074683,0.849467009,-5.925446508
g3925,COX15,-0.376228473,4.822353675,-2.698395051,0.018287356,0.370813399,-3.156991125
g3926,g3926,-0.288766161,5.442749388,-2.120884938,0.053792088,0.497336513,-4.176604173
g3927,RNF38,-0.051014186,6.251081097,-0.21464114,0.833386776,0.971253296,-6.184818336
g3929,g3929,-0.049647779,4.304490021,-0.151327633,0.882046863,0.980306243,-5.969851409
g3932,g3932,0.668966572,1.493857163,1.536065563,0.148563673,0.635987752,-4.413883017
g3936,g3936,-0.127188313,0.700630786,-0.271706911,0.790126419,0.961928348,-5.036622029
g3937,CDC123,0.048815294,4.120261363,0.236752981,0.816548502,0.966202545,-5.899044936
g3938,CCDC60,0.127602262,4.778037405,0.439565407,0.667490703,0.926994483,-5.97141701
g3939,HACE1,0.224624532,4.640852497,1.020945137,0.325956516,0.778973243,-5.533801642
g394,g394,0.079459583,0.167130651,0.051498327,0.95971353,0.994892321,-5.005860542
g3940,PLEKHA8,-0.135112921,5.292356474,-0.679706356,0.508646747,0.866424955,-5.902412489
g3941,TMA7,-0.212242402,5.026918904,-1.205028005,0.249730546,0.726666537,-5.399985057
g3942,RNF11,-0.139461035,3.887822206,-0.496683314,0.627728446,0.91415486,-5.761590415
g3943,EXOC6,-0.0532542,6.196814484,-0.39905365,0.696349708,0.937140495,-6.122600712
g3944,NKX6-1,0.059926039,2.611182761,0.231892828,0.820241735,0.966202545,-5.520649812
g3945,SFXN1,0.148557868,6.462917692,1.338851292,0.203625202,0.686780318,-5.346547471
g3946,EPB41L4A,0.159710727,3.836987474,0.854014477,0.408601815,0.82099167,-5.520529578
g3947,NRF1,-0.142062009,4.946858561,-0.789608907,0.443959897,0.838984881,-5.776009237
g3948,KLF15,-0.067210477,5.055633181,-0.44808118,0.661491835,0.924676898,-5.996491853
g3949,DNM1L,0.106782313,6.453904224,0.594465387,0.562433094,0.889215894,-6.032043614
g3950,CSNK1A1,0.031320496,6.885610115,0.27304275,0.789121747,0.961928348,-6.176529635
g3951,RPL4,0.085956631,11.56017809,0.466528391,0.648580403,0.920913377,-5.947925354
g3952,ADAMTS14,-1.760709732,2.691198505,-2.474839498,0.027925362,0.402979252,-3.318715518
g3953,OGT,-0.206883995,9.014303362,-1.393911385,0.18677931,0.673129205,-5.224562641
g3954,EIF2AK3,0.48667034,4.882797101,2.666409204,0.019435244,0.370952539,-3.222158426
g3955,BARX2,-1.088110221,2.840337833,-2.614245506,0.021459574,0.379962294,-3.118989143
g3956,g3956,-0.826803382,0.311973439,-1.134083101,0.277296905,0.743260862,-4.641788916
g3957,PHRF1,0.054508314,5.22344549,0.401804358,0.694373906,0.937140495,-6.044219734
g3958,POLR1B,0.298732253,5.738832774,1.601763675,0.133284699,0.61683779,-4.974427786
g3959,g3959,0.20794353,5.290378974,0.548340276,0.59277644,0.89948866,-5.996845408
g396,g396,-0.240047214,2.322954899,-0.323444511,0.751517174,0.954203297,-5.361316913
